cell_id,lat,lon,risk_score,rainfall_score,terrain_score,lake_proximity_score
CELL_002636,27.90930311781225,85.48408724431584,41.98944898343696,0.4629104362571296,0.421152561533323,0.3756204717126561
CELL_002637,27.910205542167095,85.48407466058195,40.57362588424713,0.4629104362571296,0.3751014850213246,0.3791968552489594
CELL_002638,27.933668532046703,85.4837472787887,33.25163146806433,0.4629104362571296,0.07756281794357946,0.45707568984122093
CELL_002639,27.934570953066856,85.48373467930513,35.73249062227018,0.4629104362571296,0.14912131956220132,0.45994296284877445
CELL_002640,27.93547337396347,85.48372207923794,34.06248394224345,0.4629104362571296,0.09627716972406353,0.4626869122861107
CELL_002641,27.936375794736527,85.48370947858712,40.3413664936711,0.4629104362571296,0.2818072041518936,0.4655233544011099
CELL_002642,27.93727821538604,85.48369687735263,47.315485672199095,0.4629104362571296,0.4881943373927342,0.46835979651610915
CELL_002643,27.938180635911998,85.48368427553449,40.37784971652707,0.4629104362571296,0.2773521401777915,0.471072915060891
CELL_002644,27.939083056314395,85.48367167313265,44.55303769933028,0.4629104362571296,0.3999254920096604,0.47375520271311855
CELL_002645,27.939985476593236,85.48365907014708,41.24762345203227,0.4629104362571296,0.2981116078310467,0.4764066594727917
CELL_002646,27.940887896748514,85.4836464665778,43.76410941541202,0.4629104362571296,0.3708314064025487,0.47918143980268224
CELL_002647,27.941790316780224,85.48363386242474,42.995735059863314,0.4629104362571296,0.3452212116540774,0.4817404038846924
CELL_002648,27.942692736688365,85.48362125768793,46.12541321960159,0.4629104362571296,0.43646009968655247,0.4843918606443657
CELL_002649,27.943595156472934,85.4836086523673,45.24673278180292,0.4629104362571296,0.4075098915780279,0.48698165561893014
CELL_002650,27.944497576133937,85.48359604646285,41.22021821420619,0.4629104362571296,0.28400133600534405,0.489694774163712
CELL_002651,27.94539999567135,85.48358343997457,39.493174382953946,0.4629104362571296,0.22966188787832076,0.49222290735316787
CELL_002652,27.946302415085192,85.48357083290242,40.541938578010715,0.4629104362571296,0.2586891732182313,0.49465854786496066
CELL_002653,27.947204834375455,85.4835582252464,40.53166161382594,0.4629104362571296,0.2557294075330147,0.49731000462463393
CELL_002654,27.94810725354213,85.48354561700647,42.5461178767792,0.4629104362571296,0.3135424695544936,0.4999306304917527
CELL_002655,27.949009672585213,85.48353300818263,41.54531284791806,0.4629104362571296,0.28120600174708393,0.5022429474333282
CELL_002656,27.94991209150471,85.48352039877484,46.365209050579786,0.4629104362571296,0.42330558553003444,0.5047402497302297
CELL_002657,27.95081451030061,85.4835077887831,47.13032903413665,0.4629104362571296,0.44370022095473,0.5072992138122399
CELL_002658,27.951716928972914,85.48349517820736,43.79442645975711,0.4629104362571296,0.34115667231899693,0.509765685216587
CELL_002659,27.95261934752162,85.48348256704762,45.372283027593646,0.4629104362571296,0.3863342068752891,0.5119238476953908
CELL_002660,27.95352176594673,85.48346995530385,43.82285939400168,0.4629104362571296,0.3373850264631828,0.5143903190997379
CELL_002661,27.95442418424823,85.48345734297604,37.30212561875888,0.4629104362571296,0.13929654180155185,0.5168567905040851
CELL_002662,27.95532660242612,85.48344473006416,49.35923128307898,0.4629104362571296,0.4989132110374595,0.5189532911977801
CELL_002663,27.956229020480407,85.4834321165682,54.321634722436315,0.4629104362571296,0.6456888135244849,0.5210497918914753
CELL_002664,27.957131438411068,85.48341950248812,46.66855077676721,0.4629104362571296,0.41362982375006424,0.5235162632958223
CELL_002665,27.958033856218126,85.4834068878239,47.8123768905332,0.4629104362571296,0.4456014593289142,0.5258594111299522
CELL_002666,27.95893627390156,85.48339427257555,53.864994947159275,0.4629104362571296,0.6252376547967731,0.5278017573608755
CELL_002667,27.959838691461375,85.48338165674302,55.08161622390079,0.4629104362571296,0.6595472997276605,0.5299907507322337
CELL_002668,27.96074110889756,85.48336904032632,54.80191151533836,0.4629104362571296,0.6486896870664406,0.5324572221365809
CELL_002669,27.96164352621013,85.48335642332538,54.02120480276792,0.4629104362571296,0.6234494630286213,0.5342762447972869
CELL_002670,27.96254594339906,85.48334380574022,50.85607111659216,0.4629104362571296,0.5263372899645445,0.5364344072760907
CELL_002671,27.963448360464366,85.48333118757081,43.43216347224363,0.4629104362571296,0.30130774369251323,0.5387467242176661
CELL_002672,27.964350777406036,85.48331856881713,45.58210437969956,0.4629104362571296,0.3640177791480397,0.5405349159858177
CELL_002673,27.965253194224058,85.48330594947913,50.907455937516055,0.4629104362571296,0.5218051487590566,0.5425080931092956
CELL_002674,27.96615561091844,85.48329332955683,50.561978658171036,0.4629104362571296,0.5092210061147937,0.544727917373208
CELL_002675,27.967058027489188,85.48328070905019,49.019577616772004,0.4629104362571296,0.46128410667488823,0.5463927855711423
