cell_id,distance_to_glacial_lake,glacial_lake_area,glacial_lake_area_change
CELL_001968,1431.3364042852402,3740.1043815389285,
CELL_001969,1432.465199419181,3740.1043815389285,
CELL_001970,1439.7047645243474,3740.1043815389285,
CELL_001971,1453.8029682331319,3740.1043815389285,
CELL_001972,1474.5079966879448,3740.1043815389285,
CELL_001973,1501.1866497526828,3740.1043815389285,
CELL_001974,1533.9324895474265,3740.1043815389285,
CELL_001975,1572.3664991278201,3740.1043815389285,
CELL_001976,1616.0828978341726,3740.1043815389285,
CELL_001977,1664.6655693464706,3740.1043815389285,
CELL_001978,1717.7016571158024,3740.1043815389285,
CELL_001979,1774.7919618799658,3740.1043815389285,
CELL_001980,1702.3492384916167,20743.61271093336,173.4187975079508
CELL_001981,1620.737615660962,20743.61271093336,173.4187975079508
CELL_001982,1541.2942314312138,20743.61271093336,173.4187975079508
CELL_001983,1464.1248927884444,20743.61271093336,173.4187975079508
CELL_001984,1389.6536015714353,20743.61271093336,173.4187975079508
CELL_001985,1318.5645843247728,20743.61271093336,173.4187975079508
CELL_001986,1251.4343745124852,20743.61271093336,173.4187975079508
CELL_001987,1188.9337342285512,20743.61271093336,173.4187975079508
CELL_001988,22138.848844599208,21658.493753340324,23.797400912794288
CELL_001989,22045.525917701038,21658.493753340324,23.797400912794288
CELL_001990,21952.261792625326,21658.493753340324,23.797400912794288
CELL_001991,21859.057222029292,21658.493753340324,23.797400912794288
CELL_001992,21765.912970972313,21658.493753340324,23.797400912794288
CELL_001993,21672.829817167432,21658.493753340324,23.797400912794288
CELL_001994,21579.808551233768,21658.493753340324,23.797400912794288
CELL_001995,21486.849976948182,21658.493753340324,23.797400912794288
CELL_001996,21393.95491151274,21658.493753340324,23.797400912794288
CELL_001997,21301.124185822253,21658.493753340324,23.797400912794288
CELL_001998,21208.358644737993,21658.493753340324,23.797400912794288
CELL_001999,21115.659147367183,21658.493753340324,23.797400912794288
CELL_002000,21023.0265673562,21658.493753340324,23.797400912794288
CELL_002001,20930.461793179053,21658.493753340324,23.797400912794288
CELL_002002,20837.965728442206,21658.493753340324,23.797400912794288
CELL_002003,20745.539292187335,21658.493753340324,23.797400912794288
CELL_002004,20653.183419214773,21658.493753340324,23.797400912794288
CELL_002005,20560.89906039212,21658.493753340324,23.797400912794288
CELL_002006,20468.68718300333,21658.493753340324,23.797400912794288
CELL_002007,20376.548771065718,21658.493753340324,23.797400912794288
CELL_002008,20284.484825688174,21658.493753340324,23.797400912794288
CELL_002009,20192.496365421783,21658.493753340324,23.797400912794288
CELL_002010,20100.58442661644,21658.493753340324,23.797400912794288
CELL_002011,20008.75006379735,21658.493753340324,23.797400912794288
CELL_002012,19916.99435003957,21658.493753340324,23.797400912794288
CELL_002013,19825.31837735488,21658.493753340324,23.797400912794288
CELL_002014,19733.723257091995,21658.493753340324,23.797400912794288
CELL_002015,19642.21012033642,21658.493753340324,23.797400912794288
CELL_002016,19550.7801183338,21658.493753340324,23.797400912794288
CELL_002017,19459.434422906736,21658.493753340324,23.797400912794288
CELL_002018,19368.17422689564,21658.493753340324,23.797400912794288
CELL_002019,19277.000744601628,21658.493753340324,23.797400912794288
CELL_002020,19185.915212241754,21658.493753340324,23.797400912794288
CELL_002021,19094.91888841901,21658.493753340324,23.797400912794288
CELL_002022,19004.013054597173,21658.493753340324,23.797400912794288
CELL_002023,18913.199015588794,21658.493753340324,23.797400912794288
CELL_002024,18822.478100060704,21658.493753340324,23.797400912794288
CELL_002025,18731.851661040728,21658.493753340324,23.797400912794288
CELL_002026,18641.321076447493,21658.493753340324,23.797400912794288
CELL_002027,18550.887749625406,21658.493753340324,23.797400912794288
CELL_002028,18460.55310989269,21658.493753340324,23.797400912794288
CELL_002029,18370.318613108542,21658.493753340324,23.797400912794288
CELL_002030,18280.18574224921,21658.493753340324,23.797400912794288
CELL_002031,18190.156007992016,21658.493753340324,23.797400912794288
CELL_002032,18100.230949329896,21658.493753340324,23.797400912794288
CELL_002033,18010.412134182134,21658.493753340324,23.797400912794288
CELL_002034,17920.70116002871,21658.493753340324,23.797400912794288
CELL_002035,17831.099654565143,21658.493753340324,23.797400912794288
CELL_002036,17741.609276359086,21658.493753340324,23.797400912794288
CELL_002037,17652.231715535767,21658.493753340324,23.797400912794288
CELL_002038,17562.96869447054,21658.493753340324,23.797400912794288
CELL_002039,17473.821968503118,21658.493753340324,23.797400912794288
CELL_002040,17384.793326666808,21658.493753340324,23.797400912794288
CELL_002041,17295.88459243634,21658.493753340324,23.797400912794288
CELL_002042,17207.097624494047,21658.493753340324,23.797400912794288
CELL_002043,17118.434317508356,21658.493753340324,23.797400912794288
CELL_002044,17029.89660293986,21658.493753340324,23.797400912794288
CELL_002045,16941.48644986007,21658.493753340324,23.797400912794288
CELL_002046,16853.20586579254,21658.493753340324,23.797400912794288
CELL_002047,16765.056897569364,21658.493753340324,23.797400912794288
CELL_002048,16677.041632217868,21658.493753340324,23.797400912794288
CELL_002049,16589.162197854537,21658.493753340324,23.797400912794288
CELL_002050,16501.420764609462,21658.493753340324,23.797400912794288
CELL_002051,16413.819545574235,21658.493753340324,23.797400912794288
CELL_002052,16326.360797761163,21658.493753340324,23.797400912794288
CELL_002053,16239.04682309345,21658.493753340324,23.797400912794288
CELL_002054,16151.879969421927,21658.493753340324,23.797400912794288
CELL_002055,16064.86263155093,21658.493753340324,23.797400912794288
CELL_002056,15977.997252301735,21658.493753340324,23.797400912794288
CELL_002057,15891.286323596989,21658.493753340324,23.797400912794288
CELL_002058,11173.55295132348,21658.493753340324,23.797400912794288
CELL_002059,11103.314686917962,21658.493753340324,23.797400912794288
CELL_002060,11033.535630859733,21658.493753340324,23.797400912794288
CELL_002061,10964.224550699291,21658.493753340324,23.797400912794288
CELL_002062,10895.39037753432,21658.493753340324,23.797400912794288
CELL_002063,3909.84741283345,3740.1043815389285,
CELL_002064,3818.0651613701793,3740.1043815389285,
CELL_002065,3726.705832407656,3740.1043815389285,
CELL_002066,3635.801307295702,3740.1043815389285,
CELL_002067,3545.386570031057,3740.1043815389285,
CELL_002068,3455.500067398672,3740.1043815389285,
CELL_002069,3366.1841156748005,3740.1043815389285,
CELL_002070,3277.485360066625,3740.1043815389285,
CELL_002071,3189.4552936641944,3740.1043815389285,
CELL_002072,3102.1508433838644,3740.1043815389285,
CELL_002073,3015.6350309572845,3740.1043815389285,
CELL_002074,2929.9777174535775,3740.1043815389285,
CELL_002075,2845.2564400412693,3740.1043815389285,
CELL_002076,2761.5573494728696,3740.1043815389285,
CELL_002077,2678.9762558217617,3740.1043815389285,
CELL_002078,2597.619788208464,3740.1043815389285,
CELL_002079,2517.606670811907,3740.1043815389285,
CELL_002080,2439.069112130063,3740.1043815389285,
CELL_002081,2362.1542960982465,3740.1043815389285,
CELL_002082,2287.025951625019,3740.1043815389285,
CELL_002083,2213.865959861838,3740.1043815389285,
CELL_002084,2142.8759350623864,3740.1043815389285,
CELL_002085,2074.278683758688,3740.1043815389285,
CELL_002086,2008.3194075462757,3740.1043815389285,
CELL_002087,1945.2664669793005,3740.1043815389285,
CELL_002088,1885.4114703123314,3740.1043815389285,
CELL_002089,1829.0683959923792,3740.1043815389285,
CELL_002090,1776.5714120304203,3740.1043815389285,
CELL_002091,1728.2710339744442,3740.1043815389285,
CELL_002092,1684.5282875956339,3740.1043815389285,
CELL_002093,1645.5784686423904,3740.1043815389285,
CELL_002094,1611.6703834961486,3740.1043815389285,
CELL_002095,1583.3617254517267,3740.1043815389285,
CELL_002096,1560.9571686010497,3740.1043815389285,
CELL_002097,1544.7136339111228,3740.1043815389285,
CELL_002098,1534.8267457191068,3740.1043815389285,
CELL_002099,1531.3316100845702,3740.1043815389285,
CELL_002100,1532.3988397380206,3740.1043815389285,
CELL_002101,1539.1684331086733,3740.1043815389285,
CELL_002102,1552.3635936636604,3740.1043815389285,
CELL_002103,1571.8225053661915,3740.1043815389285,
CELL_002104,1596.9294366492238,3740.1043815389285,
CELL_002105,1627.7503342752514,3740.1043815389285,
CELL_002106,1664.0188327725134,3740.1043815389285,
CELL_002107,1705.3874049359233,3740.1043815389285,
CELL_002108,1751.4947119569747,3740.1043815389285,
CELL_002109,1801.977039560729,3740.1043815389285,
CELL_002110,1734.1410778627371,20743.61271093336,173.4187975079508
CELL_002111,1648.042101086823,20743.61271093336,173.4187975079508
CELL_002112,1563.5984957712467,20743.61271093336,173.4187975079508
CELL_002113,1481.0934288564638,20743.61271093336,173.4187975079508
CELL_002114,1400.8694564555797,20743.61271093336,173.4187975079508
CELL_002115,1323.1769401970253,20743.61271093336,173.4187975079508
CELL_002116,1248.3079130348774,20743.61271093336,173.4187975079508
CELL_002117,1177.1780139038738,20743.61271093336,173.4187975079508
CELL_002118,1110.5059689601821,20743.61271093336,173.4187975079508
CELL_002119,22174.897667053912,21658.493753340324,23.797400912794288
CELL_002120,22081.727092061854,21658.493753340324,23.797400912794288
CELL_002121,21988.616513829387,21658.493753340324,23.797400912794288
CELL_002122,21895.566697764894,21658.493753340324,23.797400912794288
CELL_002123,21802.578421834347,21658.493753340324,23.797400912794288
CELL_002124,21709.652476817846,21658.493753340324,23.797400912794288
CELL_002125,21616.78966655821,21658.493753340324,23.797400912794288
CELL_002126,21523.990808216146,21658.493753340324,23.797400912794288
CELL_002127,21431.256732542457,21658.493753340324,23.797400912794288
CELL_002128,21338.58828414207,21658.493753340324,23.797400912794288
CELL_002129,21245.986321753186,21658.493753340324,23.797400912794288
CELL_002130,21153.451718527966,21658.493753340324,23.797400912794288
CELL_002131,21060.985362324594,21658.493753340324,23.797400912794288
CELL_002132,20968.588156002304,21658.493753340324,23.797400912794288
CELL_002133,20876.261017720673,21658.493753340324,23.797400912794288
CELL_002134,20784.004881254317,21658.493753340324,23.797400912794288
CELL_002135,20691.820696303723,21658.493753340324,23.797400912794288
CELL_002136,20599.709428824022,21658.493753340324,23.797400912794288
CELL_002137,20507.672061351706,21658.493753340324,23.797400912794288
CELL_002138,20415.709593347925,21658.493753340324,23.797400912794288
CELL_002139,20323.82304154115,21658.493753340324,23.797400912794288
CELL_002140,20232.013440285402,21658.493753340324,23.797400912794288
CELL_002141,20140.281841916134,21658.493753340324,23.797400912794288
CELL_002142,20048.62931713372,21658.493753340324,23.797400912794288
CELL_002143,19957.056955368185,21658.493753340324,23.797400912794288
CELL_002144,19865.565865179233,21658.493753340324,23.797400912794288
CELL_002145,19774.157174651195,21658.493753340324,23.797400912794288
CELL_002146,19682.832031791728,21658.493753340324,23.797400912794288
CELL_002147,19591.59160496507,21658.493753340324,23.797400912794288
CELL_002148,19500.43708329869,21658.493753340324,23.797400912794288
CELL_002149,19409.36967713496,21658.493753340324,23.797400912794288
CELL_002150,19318.390618466743,21658.493753340324,23.797400912794288
CELL_002151,19227.50116140003,21658.493753340324,23.797400912794288
CELL_002152,19136.70258261942,21658.493753340324,23.797400912794288
CELL_002153,19045.996181864357,21658.493753340324,23.797400912794288
CELL_002154,18955.38328242339,21658.493753340324,23.797400912794288
CELL_002155,18864.86523162993,21658.493753340324,23.797400912794288
CELL_002156,18774.44340137793,21658.493753340324,23.797400912794288
CELL_002157,18684.11918864528,21658.493753340324,23.797400912794288
CELL_002158,18593.894016034013,21658.493753340324,23.797400912794288
CELL_002159,18503.769332313597,21658.493753340324,23.797400912794288
CELL_002160,18413.74661299112,21658.493753340324,23.797400912794288
CELL_002161,18323.827360882562,21658.493753340324,23.797400912794288
CELL_002162,18234.01310670352,21658.493753340324,23.797400912794288
CELL_002163,18144.305409670116,21658.493753340324,23.797400912794288
CELL_002164,18054.7058581239,21658.493753340324,23.797400912794288
CELL_002165,17965.21607015499,21658.493753340324,23.797400912794288
CELL_002166,17875.83769425482,21658.493753340324,23.797400912794288
CELL_002167,17786.572409974924,21658.493753340324,23.797400912794288
CELL_002168,17697.421928610813,21658.493753340324,23.797400912794288
CELL_002169,17608.38799388622,21658.493753340324,23.797400912794288
CELL_002170,17519.472382673695,21658.493753340324,23.797400912794288
CELL_002171,17430.676905709093,21658.493753340324,23.797400912794288
CELL_002172,17342.00340834903,21658.493753340324,23.797400912794288
CELL_002173,17253.45377132343,21658.493753340324,23.797400912794288
CELL_002174,17165.029911513873,21658.493753340324,23.797400912794288
CELL_002175,17076.73378275541,21658.493753340324,23.797400912794288
CELL_002176,16988.567376653722,21658.493753340324,23.797400912794288
CELL_002177,16900.53272341148,21658.493753340324,23.797400912794288
CELL_002178,16812.63189268901,21658.493753340324,23.797400912794288
CELL_002179,16724.866994479882,21658.493753340324,23.797400912794288
CELL_002180,16637.24018000107,21658.493753340324,23.797400912794288
CELL_002181,16549.75364260774,21658.493753340324,23.797400912794288
CELL_002182,16462.409618733687,21658.493753340324,23.797400912794288
CELL_002183,16375.21038884616,21658.493753340324,23.797400912794288
CELL_002184,16288.15827842155,21658.493753340324,23.797400912794288
CELL_002185,16201.255658958085,21658.493753340324,23.797400912794288
CELL_002186,16114.504948986125,21658.493753340324,23.797400912794288
CELL_002187,16027.908615126948,21658.493753340324,23.797400912794288
CELL_002188,15941.46917316143,21658.493753340324,23.797400912794288
CELL_002189,15855.189189121658,21658.493753340324,23.797400912794288
CELL_002190,11314.97346746407,21658.493753340324,23.797400912794288
CELL_002191,11244.729256417631,21658.493753340324,23.797400912794288
CELL_002192,11174.938368099742,21658.493753340324,23.797400912794288
CELL_002193,11105.609348953098,21658.493753340324,23.797400912794288
CELL_002194,11036.75090288272,21658.493753340324,23.797400912794288
CELL_002195,10968.371892536192,21658.493753340324,23.797400912794288
CELL_002196,10900.481340458415,21658.493753340324,23.797400912794288
CELL_002197,10833.088430102189,21658.493753340324,23.797400912794288
CELL_002198,10766.202506692509,21658.493753340324,23.797400912794288
CELL_002199,4041.4053833345574,3740.1043815389285,
CELL_002200,3950.1483842087036,3740.1043815389285,
CELL_002201,3859.324687312875,3740.1043815389285,
CELL_002202,3768.965617637247,3740.1043815389285,
CELL_002203,3679.105409166861,3740.1043815389285,
CELL_002204,3589.7815249108685,3740.1043815389285,
CELL_002205,3501.0350157376856,3740.1043815389285,
CELL_002206,3412.9109226949454,3740.1043815389285,
CELL_002207,3325.4587279178686,3740.1043815389285,
CELL_002208,3238.7328596085035,3740.1043815389285,
CELL_002209,3152.7932568978135,3740.1043815389285,
CELL_002210,3067.7060005105745,3740.1043815389285,
CELL_002211,2983.5440151600856,3740.1043815389285,
CELL_002212,2900.3878491032747,3740.1043815389285,
CELL_002213,2818.3265353858874,3740.1043815389285,
CELL_002214,2737.458537564457,3740.1043815389285,
CELL_002215,2657.8927799514913,3740.1043815389285,
CELL_002216,2579.7497581256935,3740.1043815389285,
CELL_002217,2503.1627193170234,3740.1043815389285,
CELL_002218,2428.2788934158593,3740.1043815389285,
CELL_002219,2355.26074332342,3740.1043815389285,
CELL_002220,2284.2871872575674,3740.1043815389285,
CELL_002221,2215.554724825585,3740.1043815389285,
CELL_002222,2149.27837273991,3740.1043815389285,
CELL_002223,2085.6922851554555,3740.1043815389285,
CELL_002224,2025.04989893669,3740.1043815389285,
CELL_002225,1967.623408585613,3740.1043815389285,
CELL_002226,1913.702344369109,3740.1043815389285,
CELL_002227,1863.59100869118,3740.1043815389285,
CELL_002228,1817.6045313833977,3740.1043815389285,
CELL_002229,1776.0633483448482,3740.1043815389285,
CELL_002230,1739.026191630422,3740.1043815389285,
CELL_002231,1706.9754022122404,3740.1043815389285,
CELL_002232,1680.2731778921539,3740.1043815389285,
CELL_002233,1659.1777725514874,3740.1043815389285,
CELL_002234,1643.9050488130613,3740.1043815389285,
CELL_002235,1634.6182239585867,3740.1043815389285,
CELL_002236,1631.327403637512,3740.1043815389285,
CELL_002237,1632.340607996418,3740.1043815389285,
CELL_002238,1638.6973857205928,3740.1043815389285,
CELL_002239,1651.0973270550448,3740.1043815389285,
CELL_002240,1669.4057759750629,3740.1043815389285,
CELL_002241,1693.1644615582657,3740.1043815389285,
CELL_002242,1722.2640386920561,3740.1043815389285,
CELL_002243,1756.5821768608323,3740.1043815389285,
CELL_002244,1795.819720674264,3740.1043815389285,
CELL_002245,1839.6619239018726,3740.1043815389285,
CELL_002246,1776.6534907138364,20743.61271093336,173.4187975079508
CELL_002247,1686.8002593947986,20743.61271093336,173.4187975079508
CELL_002248,1598.1528725739288,20743.61271093336,173.4187975079508
CELL_002249,1510.9235894457952,20743.61271093336,173.4187975079508
CELL_002250,1425.3727870873909,20743.61271093336,173.4187975079508
CELL_002251,1341.8215496835942,20743.61271093336,173.4187975079508
CELL_002252,1260.6675058159115,20743.61271093336,173.4187975079508
CELL_002253,1182.3420522220938,20743.61271093336,173.4187975079508
CELL_002254,1106.9815532006262,20743.61271093336,173.4187975079508
CELL_002255,1035.800941206545,20743.61271093336,173.4187975079508
CELL_002256,969.7211044826797,20743.61271093336,173.4187975079508
CELL_002257,22211.338206524615,21658.493753340324,23.797400912794288
CELL_002258,22118.321133137757,21658.493753340324,23.797400912794288
CELL_002259,22025.365254010347,21658.493753340324,23.797400912794288
CELL_002260,21932.471347218583,21658.493753340324,23.797400912794288
CELL_002261,21839.640203550884,21658.493753340324,23.797400912794288
CELL_002262,21746.872626759356,21658.493753340324,23.797400912794288
CELL_002263,21654.16943381785,21658.493753340324,23.797400912794288
CELL_002264,21561.53145517441,21658.493753340324,23.797400912794288
CELL_002265,21468.959535022772,21658.493753340324,23.797400912794288
CELL_002266,21376.454531573963,21658.493753340324,23.797400912794288
CELL_002267,21284.0173173304,21658.493753340324,23.797400912794288
CELL_002268,21191.648779374274,21658.493753340324,23.797400912794288
CELL_002269,21099.349819659772,21658.493753340324,23.797400912794288
CELL_002270,21007.12135530195,21658.493753340324,23.797400912794288
CELL_002271,20914.96431888741,21658.493753340324,23.797400912794288
CELL_002272,20822.879658787075,21658.493753340324,23.797400912794288
CELL_002273,20730.86833946583,21658.493753340324,23.797400912794288
CELL_002274,20638.931341817573,21658.493753340324,23.797400912794288
CELL_002275,20547.069663488724,21658.493753340324,23.797400912794288
CELL_002276,20455.28431922303,21658.493753340324,23.797400912794288
CELL_002277,20363.576341207932,21658.493753340324,23.797400912794288
CELL_002278,20271.946779432885,21658.493753340324,23.797400912794288
CELL_002279,20180.396702050966,21658.493753340324,23.797400912794288
CELL_002280,20088.927195749613,21658.493753340324,23.797400912794288
CELL_002281,19997.539366135177,21658.493753340324,23.797400912794288
CELL_002282,19906.23433811838,21658.493753340324,23.797400912794288
CELL_002283,19815.01325631855,21658.493753340324,23.797400912794288
CELL_002284,19723.877285463932,21658.493753340324,23.797400912794288
CELL_002285,19632.827610816603,21658.493753340324,23.797400912794288
CELL_002286,19541.865438591954,21658.493753340324,23.797400912794288
CELL_002287,19450.991996399196,21658.493753340324,23.797400912794288
CELL_002288,19360.208533689984,21658.493753340324,23.797400912794288
CELL_002289,19269.516322211173,21658.493753340324,23.797400912794288
CELL_002290,19178.916656472742,21658.493753340324,23.797400912794288
CELL_002291,19088.410854230497,21658.493753340324,23.797400912794288
CELL_002292,18998.000256971274,21658.493753340324,23.797400912794288
CELL_002293,18907.686230415064,21658.493753340324,23.797400912794288
CELL_002294,18817.470165031787,21658.493753340324,23.797400912794288
CELL_002295,18727.353476554305,21658.493753340324,23.797400912794288
CELL_002296,18637.337606530462,21658.493753340324,23.797400912794288
CELL_002297,18547.42402286053,21658.493753340324,23.797400912794288
CELL_002298,18457.6142203631,21658.493753340324,23.797400912794288
CELL_002299,18367.90972135183,21658.493753340324,23.797400912794288
CELL_002300,18278.3120762207,21658.493753340324,23.797400912794288
CELL_002301,18188.822864046848,21658.493753340324,23.797400912794288
CELL_002302,18099.44369321056,21658.493753340324,23.797400912794288
CELL_002303,18010.176202015366,21658.493753340324,23.797400912794288
CELL_002304,17921.02205934869,21658.493753340324,23.797400912794288
CELL_002305,17831.982965324143,21658.493753340324,23.797400912794288
CELL_002306,17743.06065197361,21658.493753340324,23.797400912794288
CELL_002307,17654.256883923492,21658.493753340324,23.797400912794288
CELL_002308,17565.573459114443,21658.493753340324,23.797400912794288
CELL_002309,17477.012209514305,21658.493753340324,23.797400912794288
CELL_002310,17388.575001865298,21658.493753340324,23.797400912794288
CELL_002311,17300.263738436814,21658.493753340324,23.797400912794288
CELL_002312,17212.08035780368,21658.493753340324,23.797400912794288
CELL_002313,17124.026835630917,21658.493753340324,23.797400912794288
CELL_002314,17036.10518549973,21658.493753340324,23.797400912794288
CELL_002315,16948.317459717873,21658.493753340324,23.797400912794288
CELL_002316,16860.665750181834,21658.493753340324,23.797400912794288
CELL_002317,16773.15218923805,21658.493753340324,23.797400912794288
CELL_002318,16685.778950571337,21658.493753340324,23.797400912794288
CELL_002319,16598.54825011145,21658.493753340324,23.797400912794288
CELL_002320,16511.4623469662,21658.493753340324,23.797400912794288
CELL_002321,16424.52354436127,21658.493753340324,23.797400912794288
CELL_002322,16337.7341906167,21658.493753340324,23.797400912794288
CELL_002323,16251.096680139783,21658.493753340324,23.797400912794288
CELL_002324,16164.613454432247,21658.493753340324,23.797400912794288
CELL_002325,16078.287003134763,21658.493753340324,23.797400912794288
CELL_002326,15992.119865082248,21658.493753340324,23.797400912794288
CELL_002327,15906.114629385345,21658.493753340324,23.797400912794288
CELL_002328,15820.273936538397,21658.493753340324,23.797400912794288
CELL_002329,15734.600479551254,21658.493753340324,23.797400912794288
CELL_002330,11598.20419812433,21658.493753340324,23.797400912794288
CELL_002331,11527.083416984295,21658.493753340324,23.797400912794288
CELL_002332,11456.394004345142,21658.493753340324,23.797400912794288
CELL_002333,11386.143994501794,21658.493753340324,23.797400912794288
CELL_002334,11316.341570676672,21658.493753340324,23.797400912794288
CELL_002335,11246.99506645837,21658.493753340324,23.797400912794288
CELL_002336,11178.112967119321,21658.493753340324,23.797400912794288
CELL_002337,11109.703910833008,21658.493753340324,23.797400912794288
CELL_002338,11041.7766897851,21658.493753340324,23.797400912794288
CELL_002339,10974.340251140638,21658.493753340324,23.797400912794288
CELL_002340,10907.403697879516,21658.493753340324,23.797400912794288
CELL_002341,10840.97628948819,21658.493753340324,23.797400912794288
CELL_002342,10775.067442476835,21658.493753340324,23.797400912794288
CELL_002343,4119.670679892597,15440.663294121354,
CELL_002344,4043.9986910528405,15440.663294121354,
CELL_002345,3969.4035213994425,15440.663294121354,
CELL_002346,3895.946929249936,15440.663294121354,
CELL_002347,3813.3800351612913,3740.1043815389285,
CELL_002348,3724.591531616563,3740.1043815389285,
CELL_002349,3636.3851366735407,3740.1043815389285,
CELL_002350,3548.804255950831,3740.1043815389285,
CELL_002351,3461.89636353919,3740.1043815389285,
CELL_002352,3375.713438179844,3740.1043815389285,
CELL_002353,3290.3124474030988,3740.1043815389285,
CELL_002354,3205.755883776597,3740.1043815389285,
CELL_002355,3122.1123572350434,3740.1043815389285,
CELL_002356,3039.4572469496416,3740.1043815389285,
CELL_002357,2957.873415286719,3740.1043815389285,
CELL_002358,2877.451984948865,3740.1043815389285,
CELL_002359,2798.293178085113,3740.1043815389285,
CELL_002360,2720.5072128826873,3740.1043815389285,
CELL_002361,2644.2152484584303,3740.1043815389285,
CELL_002362,2569.5503624194375,3740.1043815389285,
CELL_002363,2496.658536891554,3740.1043815389285,
CELL_002364,2425.699617567644,3740.1043815389285,
CELL_002365,2356.8481961079283,3740.1043815389285,
CELL_002366,2290.294348840523,3740.1043815389285,
CELL_002367,2226.2441441040946,3740.1043815389285,
CELL_002368,2164.9198077494098,3740.1043815389285,
CELL_002369,2106.559412600035,3740.1043815389285,
CELL_002370,2051.415936285298,3740.1043815389285,
CELL_002371,1999.7555171773956,3740.1043815389285,
CELL_002372,1951.8547367321266,3740.1043815389285,
CELL_002373,1907.9967762379633,3740.1043815389285,
CELL_002374,1868.4064775398936,3740.1043815389285,
CELL_002375,1833.1654845909702,3740.1043815389285,
CELL_002376,1802.789123131386,3740.1043815389285,
CELL_002377,1777.5268074106136,3740.1043815389285,
CELL_002378,1757.5990668094673,3740.1043815389285,
CELL_002379,1743.188861895055,3740.1043815389285,
CELL_002380,1734.433722232458,3740.1043815389285,
CELL_002381,1731.3236831012014,3740.1043815389285,
CELL_002382,1732.2890974074915,3740.1043815389285,
CELL_002383,1738.2804084628538,3740.1043815389285,
CELL_002384,1749.974868360981,3740.1043815389285,
CELL_002385,1767.2592626271257,3740.1043815389285,
CELL_002386,1789.8123259503127,3740.1043815389285,
CELL_002387,1817.365039615691,3740.1043815389285,
CELL_002388,1849.9197853722196,3740.1043815389285,
CELL_002389,1887.217723900062,3740.1043815389285,
CELL_002390,1828.9511071273675,20743.61271093336,173.4187975079508
CELL_002391,1736.2450808051958,20743.61271093336,173.4187975079508
CELL_002392,1644.1851940252068,20743.61271093336,173.4187975079508
CELL_002393,1553.107350211073,20743.61271093336,173.4187975079508
CELL_002394,1463.1951101289528,20743.61271093336,173.4187975079508
CELL_002395,1374.6772055031959,20743.61271093336,173.4187975079508
CELL_002396,1287.8411813405219,20743.61271093336,173.4187975079508
CELL_002397,1203.0512862641763,20743.61271093336,173.4187975079508
CELL_002398,1120.7720046503157,20743.61271093336,173.4187975079508
CELL_002399,1041.5984713084301,20743.61271093336,173.4187975079508
CELL_002400,965.6830082970629,20743.61271093336,173.4187975079508
CELL_002401,22155.306094226948,21658.493753340324,23.797400912794288
CELL_002402,22062.50604425673,21658.493753340324,23.797400912794288
CELL_002403,21969.76917896234,21658.493753340324,23.797400912794288
CELL_002404,21877.09630185983,21658.493753340324,23.797400912794288
CELL_002405,21784.488229582716,21658.493753340324,23.797400912794288
CELL_002406,21691.945792132454,21658.493753340324,23.797400912794288
CELL_002407,21599.469833142033,21658.493753340324,23.797400912794288
CELL_002408,21507.061210140928,21658.493753340324,23.797400912794288
CELL_002409,21414.72079483562,21658.493753340324,23.797400912794288
CELL_002410,21322.449473377517,21658.493753340324,23.797400912794288
CELL_002411,21230.248146658094,21658.493753340324,23.797400912794288
CELL_002412,21138.11773059894,21658.493753340324,23.797400912794288
CELL_002413,21046.05915644666,21658.493753340324,23.797400912794288
CELL_002414,20954.07337108022,21658.493753340324,23.797400912794288
CELL_002415,20862.161337325717,21658.493753340324,23.797400912794288
CELL_002416,20770.324034270492,21658.493753340324,23.797400912794288
CELL_002417,20678.562457593198,21658.493753340324,23.797400912794288
CELL_002418,20586.87761989531,21658.493753340324,23.797400912794288
CELL_002419,20495.270551045574,21658.493753340324,23.797400912794288
CELL_002420,20403.74229852229,21658.493753340324,23.797400912794288
CELL_002421,20312.293927778617,21658.493753340324,23.797400912794288
CELL_002422,20220.926522602145,21658.493753340324,23.797400912794288
CELL_002423,20129.641185486125,21658.493753340324,23.797400912794288
CELL_002424,20038.439038019616,21658.493753340324,23.797400912794288
CELL_002425,19947.32122126597,21658.493753340324,23.797400912794288
CELL_002426,19856.288896175665,21658.493753340324,23.797400912794288
CELL_002427,19765.343243980387,21658.493753340324,23.797400912794288
CELL_002428,19674.48546662188,21658.493753340324,23.797400912794288
CELL_002429,19583.716787174577,21658.493753340324,23.797400912794288
CELL_002430,19493.038450285232,21658.493753340324,23.797400912794288
CELL_002431,19402.451722612182,21658.493753340324,23.797400912794288
CELL_002432,19311.9578932907,21658.493753340324,23.797400912794288
CELL_002433,19221.558274402618,21658.493753340324,23.797400912794288
CELL_002434,19131.25420144281,21658.493753340324,23.797400912794288
CELL_002435,19041.04703382079,21658.493753340324,23.797400912794288
CELL_002436,18950.938155357322,21658.493753340324,23.797400912794288
CELL_002437,18860.928974792536,21658.493753340324,23.797400912794288
CELL_002438,18771.02092631436,21658.493753340324,23.797400912794288
CELL_002439,18681.21547009431,21658.493753340324,23.797400912794288
CELL_002440,18591.514092834714,21658.493753340324,23.797400912794288
CELL_002441,18501.918308328262,21658.493753340324,23.797400912794288
CELL_002442,18412.42965803378,21658.493753340324,23.797400912794288
