cell_id,distance_to_glacial_lake,glacial_lake_area,glacial_lake_area_change
CELL_000275,19463.04918251971,21658.493753340324,23.797400912794288
CELL_000276,19367.675862249875,21658.493753340324,23.797400912794288
CELL_000277,19272.34944497234,21658.493753340324,23.797400912794288
CELL_000278,19177.070630133487,21658.493753340324,23.797400912794288
CELL_000279,19081.840130791777,21658.493753340324,23.797400912794288
CELL_000280,18986.658673949623,21658.493753340324,23.797400912794288
CELL_000281,18891.527000881633,21658.493753340324,23.797400912794288
CELL_000282,18796.445867478265,21658.493753340324,23.797400912794288
CELL_000283,18701.41604459403,21658.493753340324,23.797400912794288
CELL_000284,18606.43831841518,21658.493753340324,23.797400912794288
CELL_000285,18511.513490824345,21658.493753340324,23.797400912794288
CELL_000286,18416.64237978638,21658.493753340324,23.797400912794288
CELL_000287,18321.825819741072,21658.493753340324,23.797400912794288
CELL_000288,18227.06466200498,21658.493753340324,23.797400912794288
CELL_000289,18132.359775189005,21658.493753340324,23.797400912794288
CELL_000290,18037.712045624747,21658.493753340324,23.797400912794288
CELL_000291,17943.1223778035,21658.493753340324,23.797400912794288
CELL_000292,17848.591694831524,21658.493753340324,23.797400912794288
CELL_000293,17754.120938891847,21658.493753340324,23.797400912794288
CELL_000294,1611.7208936041234,9658.086843564957,6.55930720278301
CELL_000295,1511.9845597384374,9658.086843564957,6.55930720278301
CELL_000296,1412.2855160681852,9658.086843564957,6.55930720278301
CELL_000297,1312.6322595859947,9658.086843564957,6.55930720278301
CELL_000298,1213.0360748612545,9658.086843564957,6.55930720278301
CELL_000299,1113.5122760532986,9658.086843564957,6.55930720278301
CELL_000300,1014.0821756308321,9658.086843564957,6.55930720278301
CELL_000301,914.7763272729934,9658.086843564957,6.55930720278301
CELL_000302,815.6401160736115,9658.086843564957,6.55930720278301
CELL_000303,716.6482633247298,9658.086843564957,6.55930720278301
CELL_000304,617.7355199164392,9658.086843564957,6.55930720278301
CELL_000305,519.2195843804883,9658.086843564957,6.55930720278301
CELL_000306,421.403347213212,9658.086843564957,6.55930720278301
CELL_000307,324.9193519631295,9658.086843564957,6.55930720278301
CELL_000308,231.43981834973533,9658.086843564957,6.55930720278301
CELL_000309,142.55646244750642,9658.086843564957,6.55930720278301
CELL_000310,49.053385643156716,9658.086843564957,6.55930720278301
CELL_000311,2.801873133998218,9658.086843564957,6.55930720278301
CELL_000312,79.44769076218624,9658.086843564957,6.55930720278301
CELL_000313,88.08403765626883,3504.816679479516,-48.70085355331917
CELL_000314,107.62898678434588,3504.816679479516,-48.70085355331917
CELL_000315,184.72433432430302,3504.816679479516,-48.70085355331917
CELL_000316,276.8793249533106,3504.816679479516,-48.70085355331917
CELL_000317,373.09682588070365,3504.816679479516,-48.70085355331917
CELL_000318,20256.728839317973,21658.493753340324,23.797400912794288
CELL_000319,20161.14203346691,21658.493753340324,23.797400912794288
CELL_000320,20065.598244697612,21658.493753340324,23.797400912794288
CELL_000321,19970.098090435546,21658.493753340324,23.797400912794288
CELL_000322,19874.64219968684,21658.493753340324,23.797400912794288
CELL_000323,19779.231213308998,21658.493753340324,23.797400912794288
CELL_000324,19683.86578427943,21658.493753340324,23.797400912794288
CELL_000325,19588.546577974965,21658.493753340324,23.797400912794288
CELL_000326,19493.274272462702,21658.493753340324,23.797400912794288
CELL_000327,19398.049558795585,21658.493753340324,23.797400912794288
CELL_000328,19302.873141308148,21658.493753340324,23.797400912794288
CELL_000329,19207.7457379419,21658.493753340324,23.797400912794288
CELL_000330,19112.668080553252,21658.493753340324,23.797400912794288
CELL_000331,19017.640915249434,21658.493753340324,23.797400912794288
CELL_000332,18922.665002725265,21658.493753340324,23.797400912794288
CELL_000333,18827.741118608992,21658.493753340324,23.797400912794288
CELL_000334,18732.87005381987,21658.493753340324,23.797400912794288
CELL_000335,18638.05261494072,21658.493753340324,23.797400912794288
CELL_000336,18543.289624585967,21658.493753340324,23.797400912794288
CELL_000337,18448.58192179651,21658.493753340324,23.797400912794288
CELL_000338,18353.930362438292,21658.493753340324,23.797400912794288
CELL_000339,18259.335819607837,21658.493753340324,23.797400912794288
CELL_000340,18164.799184058902,21658.493753340324,23.797400912794288
CELL_000341,18070.321364634838,21658.493753340324,23.797400912794288
CELL_000342,17975.90328871276,21658.493753340324,23.797400912794288
CELL_000343,17881.54590266518,21658.493753340324,23.797400912794288
CELL_000344,17787.250172331518,21658.493753340324,23.797400912794288
CELL_000345,1707.0896509616427,9658.086843564957,6.55930720278301
CELL_000346,1607.1069334965493,9658.086843564957,6.55930720278301
CELL_000347,1507.1265092763329,9658.086843564957,6.55930720278301
CELL_000348,1407.1488671184875,9658.086843564957,6.55930720278301
CELL_000349,1307.1746453720848,9658.086843564957,6.55930720278301
CELL_000350,1207.2046938182373,9658.086843564957,6.55930720278301
CELL_000351,1107.2401690895315,9658.086843564957,6.55930720278301
CELL_000352,1007.2826868944179,9658.086843564957,6.55930720278301
CELL_000353,907.3345747786933,9658.086843564957,6.55930720278301
CELL_000354,807.3993125200745,9658.086843564957,6.55930720278301
CELL_000355,707.482345454253,9658.086843564957,6.55930720278301
CELL_000356,607.592699430126,9658.086843564957,6.55930720278301
CELL_000357,507.7301418771881,9658.086843564957,6.55930720278301
CELL_000358,407.86874494693325,9658.086843564957,6.55930720278301
